record_id,author_product,reviewer_product,trigger_channel,trigger_body,trigger_text_sha256,trigger_truncated,has_diff_context,path_suffix,response_channel,response_owner_rule,response_body,response_text_sha256,response_truncated,hours_after_trigger,trigger_substance,response_relation,resolution_signal,owner_mapping_valid,confidence,evidence_note
FR-03A20B80F0EC,Claude_Code,Copilot,inline_review_comment,"This change fixes a goroutine leak on the timeout path, but there’s no unit test covering the regression (i.e., `execute` must be able to return even when nobody receives from `done`). Consider adding a test that runs `execute` with a buffered `done` channel and intentionally never reads from it, then asserts the goroutine completes within a short timeout; this would fail with the previous unbuffered channel and prevent reintroducing the leak.",4b58d29de20976c88e28abda64835be6cda5ac1118d3ecb5a0a777bf60622ee7,False,True,.go,direct_inline_reply,author_human,"Added `TestExecuteReturnsWhenNoReceiver` — it simulates the timeout path by cancelling the context and never reading from `done`. With the old unbuffered channel, this test would hang forever. With the buffered channel, `execute` returns promptly.",2a7fc3f0b31c18393d6d8e9205eab6916d1f25dd91db7bd5fb446686653850a4,False,0.19444444444444445,,,,,,
FR-03B3D1A3742D,Claude_Code,OpenAI_Codex,inline_review_comment,"**[P1] Serialize runbook entities before HTTP request**

The new `core.runbooks.execute` action now calls the REST API with `json={""entities"": entities}` where `entities` is a list of `RunbookExecuteEntity` Pydantic models. httpx’s JSON encoder does not know how to serialize BaseModel instances, so this call raises `TypeError: Object of type RunbookExecuteEntity is not JSON serializable` before the request is sent. As a result, registry-runbook execution fails for every invocation. Convert each entity to a plain dict (e.g. `entity.model_dump(mode=""json"")`) before passing it to `client.post`.

Useful? React with 👍 / 👎.",a735f8caad84b058ca7ee4f119904316dfba1e0d2b8a3dbea8eaf1d7f03d1d86,False,True,.py,direct_inline_reply,author_human,this is a WIP,4fd17e2a8501216150047b5cecb10a3d675e6e36dbb95f61ba405dcfed192ec3,False,0.1922222222222222,,,,,,
FR-03CEB39D0E1E,Claude_Code,Copilot,inline_review_comment,"This test asserts the first non-system MR note against the golden file, but it never checks that the selected note is actually the YAML validation error comment (despite the failure message saying it is waiting for that). If another non-system note exists (e.g. user/bot comment), the test can fail or return early even though the expected error comment is present. Consider filtering notes by a regexp like `yaml validation error` / `There are some errors in your PipelineRun template` and only running `golden.Assert` on the matching note (otherwise keep waiting).",78e4a119f2ea19830b70a753ec9db59eae9e9c4fe407fd978a7dbd3dbcaf9060,False,True,.go,direct_inline_reply,author_human,"Друг мой, did you actually read what `tgitlab.TestMR` does? This creates a **fresh, ephemeral MR** on a dynamically provisioned GitLab project. There are no other bots commenting, no other users, no cosmic rays leaving stray notes. The only non-system note that will ever appear is PAC's validation error comment — the one we are waiting for and asserting against a golden file.

You want me to add regexp filtering to disambiguate... one comment? On a project that exists for 60 seconds? The golden file assertion already validates the **exact content** of the note, character by character. If the wrong note somehow appeared first, golden.Assert would fail immediately and we would know. Adding a regexp pre-filter on top of golden file validation is like checking your parachute has a parachute.

The test pattern is identical to every other E2E test in this file. Discarding.",25ab5afb37ca78a17fc5fad45a3c484aec6d2da92d68b12fa0a3bda3fb9193d4,False,2.2444444444444445,,,,,,
FR-043E4153CB8F,Devin,Claude_Code,submitted_review,"## Claude Code Review

This repository is configured for manual code reviews. Comment `@claude review` to trigger a review and subscribe this PR to future pushes, or `@claude review once` for a one-time review.

<sub>Tip: disable this comment in your organization's [Code Review settings]([URL]",49ae4093462b6c986b5f2cdc645b088c688f8f7ea2feaa0b3172f0cc2d0a9bc2,False,True,,subsequent_review,other_human,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,79.09777777777778,,,,,,
FR-048F880720A3,OpenAI_Codex,Copilot,submitted_review,"## Pull request overview

This PR stabilizes the CI “nightly” test job by pinning it to a known-good Rust nightly toolchain to avoid a regression that breaks compilation in newer nightlies.

**Changes:**
- Add a `NIGHTLY_TOOLCHAIN` env var for the `nightly` job (set to `nightly-2026-02-21`).
- Use the pinned toolchain in the job via `rustup default ""$NIGHTLY_TOOLCHAIN""`.





---

💡 <a href=""/jdx/mise/new/main/.github/instructions?filename=*.instructions.md"" class=""Link--inTextBlock"" target=""_blank"" rel=""noopener noreferrer"">Add Copilot custom instructions</a> for smarter, more guided reviews. <a href=""[URL] class=""Link--inTextBlock"" target=""_blank"" rel=""noopener noreferrer"">Learn how to get started</a>.",cb98793c134c1f2a6c24936a357e5a645735fbafe56e61323c0c0a328b8e046d,False,True,,force_push,author_account_untyped,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,0.5555555555555556,,,,,,
FR-04D8BC825C13,Cursor,OpenAI_Codex,inline_review_comment,"**<sub><sub>![P1 Badge]([URL] Exempt CMS public API routes from auth middleware**

`apps/admin/proxy.ts` protects all `/api/*` paths unless they are listed in `publicRoutes`, but `/api/cms/public/*` is not included here. Since `createAuthMiddleware` treats API routes as protected by default (`allowApi` is false) and the donor app fetches these endpoints server-to-server without user cookies (`apps/donor/lib/cms/client.ts`), the new public CMS endpoints will return `401` in normal anonymous traffic, so Site Studio content cannot be read by the donor site.

Useful? React with 👍 / 👎.",b9ac14bd9c87fe1aa6dcedf564f3ef62b7db7ffed169f886e8d67849776e59a8,False,True,.ts,subsequent_pr_comment,other_human,"Superseded by a stacked replacement split:

- #114 `chore(vendor): add Payload upstream subtree mirror`
- #115 `feat(auth): add membership-based auth foundation`
- #116 `feat(site-studio): add Payload-backed Site Studio runtime`

This keeps the subtree/vendor mirror isolated, moves the authz foundation into its own reviewable slice, and leaves the Site Studio runtime in a focused app/runtime PR.

Recommendation: continue review on #114 -> #115 -> #116 and treat #71 as the umbrella branch until the stack is merged.",1255ad24d8a038c9446b97c0fb0878c3b78b64fcd0985dcab2cc592475a5fffa,False,1.2566666666666666,,,,,,
FR-04E7E7DEBCF5,Cursor,Copilot,inline_review_comment,"`useGetAccountModule` is invoked even when there is no entry-function payload (or when the function string doesn't split into address/module/name), because hooks run before the early `return null`. This will issue a query with empty `address/moduleName` and likely generate avoidable request errors. Gate the query with an `enabled` flag (ideally supported by `useGetAccountModule`) or otherwise ensure the hook does not fetch until both `address` and `moduleName` are present.",c444bc6a26a0cddc6b90537cc521b6abb920fb0d4a34e418701f3f28626e7a86,False,True,.tsx,force_push,author_agent,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,35.475,,,,,,
FR-052CEF174D98,Claude_Code,Copilot,submitted_review,"## Pull request overview

This PR adds proper exception handling for IOExceptions that occur during peptide search library import, replacing unhandled exception dialogs with user-friendly error messages. The fix addresses issue #3946 where network failures or other I/O errors during .skyd cache file reads result in crash dialogs instead of helpful error messages.

**Changes:**
- Added try-catch block in `BuildPeptideSearchLibrary` using `ExceptionUtil.DisplayOrReportException` with localized error messages
- Extracted `BuildPeptideSearchLibraryOrCloseWizard` helper method to reduce nesting in `NextPage`
- Protects all 3 call sites where `BuildPeptideSearchLibrary` is invoked",25d36bbc751077fb1c1d466baec1277bfe305c31e0cba927eda462f79521e666,False,True,,no_observed_action,no_observed_action,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,,,,,,,
FR-065CE3FB0BC9,Google_Jules,Devin,submitted_review,"## ✅ Devin Review: No Issues Found

Devin Review analyzed this PR and found no potential bugs to report.

View in Devin Review to see 1 additional finding.

<!-- devin-review-badge-begin -->
<a href=""[URL] target=""_blank"">
 <picture>
 <source media=""(prefers-color-scheme: dark)"" srcset=""[URL]
 <img src=""[URL] alt=""Open in Devin Review"">
 </picture>
</a>
<!-- devin-review-badge-end -->",d35f5becad7d0e185dda35425afbb0c68c5d31dfb5041b8892d85e4965acde99,False,True,,subsequent_review,other_human,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,0.0002777777777777778,,,,,,
FR-067346B20422,Claude_Code,Cursor,inline_review_comment,"### Toplevel mangling renames global `Sentry` IIFE variable

**High Severity**

<!-- DESCRIPTION START -->
The `mangle.toplevel: true` and `compress.toplevel: true` options will mangle or eliminate the top-level `var Sentry` declaration produced by rollup's IIFE format (`name: 'Sentry'` in `bundleHelpers.mjs`). Since `Sentry` is not in the `reserved` list, terser sees it as an unreferenced top-level variable (the `window.Sentry` inside the IIFE is a property access, not a variable reference) and will rename it to a shorter name. This breaks `window.Sentry` for all CDN bundle consumers.
<!-- DESCRIPTION END -->

<!-- BUGBOT_BUG_ID: 3f4403a8-2482-424f-8329-795b6c1762fb -->

<!-- LOCATIONS START
dev-packages/rollup-utils/plugins/bundlePlugins.mjs#L104-L105
dev-packages/rollup-utils/plugins/bundlePlugins.mjs#L147-L148
LOCATIONS END -->
<details>
<summary>Additional Locations (1)</summary>

- [`dev-packages/rollup-utils/plugins/bundlePlugins.mjs#L147-L148`]([URL]

</details>

<div><a href=""[URL] target=""_blank"" rel=""noopener noreferrer""><picture><source media=""(prefers-color-scheme: dark)"" srcset=""[URL] media=""(prefers-color-scheme: light)"" srcset=""[URL] alt=""Fix in Cursor"" width=""115"" height=""28"" src=""[URL] href=""[URL] target=""_blank"" rel=""noopener noreferrer""><picture><source media=""(prefers-color-scheme: dark)"" srcset=""[URL] media=""(prefers-color-scheme: light)"" srcset=""[URL] alt=""Fix in Web"" width=""99"" height=""28"" src=""[URL]",a4d603766e04ace875a1ca1b625663f320bb86f806c79508f90c4f7c30495fc1,False,True,.mjs,force_push,branch_actor_untyped,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,45.66583333333333,,,,,,
