pr_id,response_event_id,response_user,response_user_type,response_actor_role,response_dt,readable_words,rule_category,human_category,human_verified,rule_agrees_with_reading,human_note,text_snippet
3455276041,2380501060,georgewrmarshall,User,author_account,2025-09-25 23:09:19+00:00,7,acknowledgement_only,substantive_response,True,False,eight words plus a screenshot; states an unused-symbol finding,"`emptyMessage` isn't used. No instances in the codebase. <img width=""393"" height=""234"" alt=""Image"" src=""https://githu..."
3458141830,2382799312,mwaskom,User,other_human,2025-09-26 15:46:48+00:00,0,acknowledgement_only,acknowledgement_only,True,True,,"<img width=""1946"" height=""1443"" alt=""Image"" src=""https://github.com/user-attachments/assets/b80ee747-0682-43d9-b564-d..."
3459114176,2383529221,georgewrmarshall,User,author_account,2025-09-26 21:27:53+00:00,1,acknowledgement_only,acknowledgement_only,True,True,,Updated https://github.com/MetaMask/metamask-mobile/pull/20483/commits/4b38f4f18acb0b8983416789d7fe402ab09ba4c2
3504066786,2422712919,zakisk,User,other_human,2025-10-11 10:19:12+00:00,7,acknowledgement_only,acknowledgement_only,True,True,meta-comment about disabling the bot rather than an answer to the review point,we should disable copilot now I think
3597442794,2541349351,joshsny,User,other_human,2025-11-19 10:07:38+00:00,8,acknowledgement_only,acknowledgement_only,True,True,,"as copilot says, should this be included here?"
3652777431,2552915841,deviantony,User,other_human,2025-11-22 10:32:17+00:00,10,acknowledgement_only,substantive_response,True,False,"asks a human collaborator to apply the suggestion; routing to a person, not a machine","@bclermont thanks for the contribution, can you apply this suggestion?"
3690476500,2585874554,finbarrtimbers,User,author_account,2025-12-03 16:44:58+00:00,5,acknowledgement_only,acknowledgement_only,True,True,,I'm fine with this tradeoff.
3725249781,2615962996,HammerGS,User,author_account,2025-12-13 01:23:25+00:00,1,acknowledgement_only,acknowledgement_only,True,True,,Addressed https://github.com/MegaMek/megamek/pull/7768/commits/82631c974250a538e18b2e2ac6e13e0539502694
3877106335,2747747898,dmitrii-galantsev,User,author_account,2026-01-30 19:48:04+00:00,8,acknowledgement_only,substantive_response,True,False,eight words raising a real per-frame cost objection,this would call it unconditionally on every draw..
3908680669,2776318174,lucaspimentel,User,author_account,2026-02-06 22:42:11+00:00,3,acknowledgement_only,acknowledgement_only,True,True,,This works fine: ``` ❯ /troubleshoot-ci-build pr 7628 ● I'll analyze the CI build for PR 7628. Let me start with a qu...
3932508603,2799991838,beshkenadze,User,author_account,2026-02-12 16:55:32+00:00,11,acknowledgement_only,acknowledgement_only,True,True,,Addressed in https://github.com/Blaizzy/mlx-audio-swift/pull/40. Closing this thread in favor of that follow-up PR.
3954835569,2819391883,bspratt,User,author_account,2026-02-17 22:33:40+00:00,2,acknowledgement_only,acknowledgement_only,True,True,,"noted, thanks"
3965401621,2833923477,davidmurdoch,User,author_account,2026-02-20 16:01:11+00:00,11,acknowledgement_only,substantive_response,True,False,eleven words declining with a stated reason,wont' fix. this matches the original function that was moved here.
3968530200,2865620286,bfullam,User,author_account,2026-02-27 18:25:29+00:00,1,acknowledgement_only,acknowledgement_only,True,True,,Addressed
3969734457,2934108175,jcstein,User,author_account,2026-03-13 22:53:25+00:00,8,acknowledgement_only,substantive_response,True,False,eight words correcting the list of network names,"it should jst be Mainnet Beta, Mocha, Arabica"
3969918226,2834829035,claude[bot],Bot,triggering_reviewer_brand,2026-02-20 19:43:05+00:00,10,acknowledgement_only,,False,False,,Addressed in fd0046bc — all generated bindings are now included.
3972520153,2840768782,bfullam,User,author_account,2026-02-23 13:05:41+00:00,1,acknowledgement_only,acknowledgement_only,True,True,,Nit
3986367957,2850174795,claude[bot],Bot,triggering_reviewer_brand,2026-02-25 00:21:38+00:00,7,acknowledgement_only,,False,False,,"Fixed in b63b3bb4 — `rust-lint` now has `toolchain: nightly,stable`. 👍"
3998972901,2866427377,maxpaulus43,User,other_human,2026-02-27 22:11:55+00:00,10,acknowledgement_only,acknowledgement_only,True,True,,seems like an easy fix to improve the regex here
4016593599,2878317174,ParaskP7,User,author_account,2026-03-03 13:36:48+00:00,10,acknowledgement_only,substantive_response,True,False,"under the floor after the quoted block is stripped, but points at a prior decision",FYI: This is a known side-effect and was agreed [here](https://linear.app/a8c/issue/AINFRA-540/remove-httpauthmodel#c...
4050862742,2910868879,banmoy,User,author_account,2026-03-10 10:44:25+00:00,10,acknowledgement_only,acknowledgement_only,True,True,,"Good catch. Fixed in 6510132 — `cancelLoad` now accepts both `""OK""` and `""Success""`, consistent with `TransactionStre..."
3344218910,2292850549,MH4GF,User,other_human,2025-08-22 06:44:11+00:00,6,agent_invocation,substantive_response,True,False,the @claude mention is a follow-up request appended to a human agreement,That's right. @claude Please create issue?
3348525997,2310912532,PeterDaveHello,User,other_human,2025-08-29 19:13:39+00:00,4,agent_invocation,agent_invocation,True,True,,"@copilot, address this feedback"
3348525997,2310984666,PeterDaveHello,User,other_human,2025-08-29 19:35:18+00:00,5,agent_invocation,agent_invocation,True,True,,"@coderabbitai, what do you say?"
3348525997,2311041440,PeterDaveHello,User,other_human,2025-08-29 19:53:06+00:00,19,agent_invocation,agent_invocation,True,True,,"@coderabbitai please generate appliable code suggestion directly, I applied the suggestion from Qodo merge, but now t..."
3431662870,2360965757,ntindle,User,other_human,2025-09-18 19:54:34+00:00,3,agent_invocation,agent_invocation,True,True,,@copilot fix this
3434725751,2364088614,kentcdodds,User,other_human,2025-09-19 18:41:11+00:00,6,agent_invocation,agent_invocation,True,True,,@copilot could you please address this?
3457144142,2382256486,kiview,User,other_human,2025-09-26 12:25:23+00:00,8,agent_invocation,agent_invocation,True,True,,@copilot Consider and implement this comment and suggestion.
3457144142,2382268885,kiview,User,other_human,2025-09-26 12:31:03+00:00,46,agent_invocation,agent_invocation,True,True,,@copilot You did not follow the suggestion in the comment. Implement this suggestion: Always append both http:// and ...
3466443233,2389245847,yamcodes,User,other_human,2025-09-29 20:51:57+00:00,2,agent_invocation,agent_invocation,True,True,,@copilot fix
3712251668,2604371486,OliverZhaohaibin,User,other_human,2025-12-09 21:06:55+00:00,3,agent_invocation,agent_invocation,True,True,,@jules consider this： > Progress reporting accuracy issue: The condition position == total may never be true because:...
3775499039,2656890340,stdpain,User,other_human,2026-01-02 06:02:22+00:00,2,agent_invocation,agent_invocation,True,True,,@copilot resolve
3854746713,2728179118,jjmata,User,other_human,2026-01-26 15:54:25+00:00,5,agent_invocation,agent_invocation,True,True,,@copilot fix the above condition
3869069306,2740198380,rvdbreemen,User,other_human,2026-01-29 06:45:39+00:00,14,agent_invocation,agent_invocation,True,True,,"@copilot what can you think of to solve this, before coding give me 3-7 options."
4061899785,2922262511,OpenSource03,User,other_human,2026-03-12 04:50:18+00:00,4,agent_invocation,agent_invocation,True,True,,@copilot fix this please
3701866949,2594991611,mikel-brostrom,User,author_account,2025-12-06 15:08:02+00:00,13,platform_generated,platform_generated,True,True,,@copilot open a new pull request to apply changes based on [this feedback](https://github.com/mikel-brostrom/boxmot/p...
3859291580,2731970508,Borda,User,other_human,2026-01-27 13:18:13+00:00,7,platform_generated,platform_generated,True,True,,@copilot apply changes based on [this feedback](https://github.com/python-cachier/cachier/pull/320#discussion_r273126...
3951116595,2823507789,shaypal5,User,author_account,2026-02-18 17:17:33+00:00,13,platform_generated,platform_generated,True,True,,@copilot open a new pull request to apply changes based on [this feedback](https://github.com/python-cachier/cachier/...
3958272610,2822927896,qhkm,User,author_account,2026-02-18 15:31:01+00:00,13,platform_generated,platform_generated,True,True,,@copilot open a new pull request to apply changes based on [this feedback](https://github.com/qhkm/zeptoclaw/pull/71#...
3215730319,2195727271,IvanYashchuk,User,other_human,2025-07-09 18:35:33+00:00,14,substantive_response,substantive_response,True,True,,"Nice catch, Copilot. It should have also caught the info being a CUDA tensor."
3334067033,2285949721,baz-reviewer[bot],Bot,other_bot,2025-08-19 17:57:36+00:00,34,substantive_response,,False,False,,Commit f65ef0f **addressed** this comment by removing the incorrect `where_exp` filter syntax entirely. The new code ...
3344218910,2292851669,claude[bot],Bot,other_agent_brand,2025-08-22 06:44:51+00:00,94,substantive_response,,False,False,,**Claude finished @MH4GF's task** —— [View job](https://github.com/liam-hq/liam/actions/runs/17148184974) --- ### Tod...
3348525997,2310914789,qodo-code-review[bot],Bot,other_bot,2025-08-29 19:14:04+00:00,44,substantive_response,,False,False,,## Code Implementation :hammer_and_wrench: **Implementation:** Extract and flatten reasoning model message content ar...
3348525997,2310985637,coderabbitai[bot],Bot,other_bot,2025-08-29 19:35:46+00:00,116,substantive_response,,False,False,,"@PeterDaveHello The feedback from chatgpt-codex-connector[bot] is absolutely correct, and qodo-merge-pro[bot]'s imple..."
3348525997,2311043885,qodo-code-review[bot],Bot,other_bot,2025-08-29 19:53:50+00:00,60,substantive_response,,False,False,,## Code Implementation :hammer_and_wrench: **Implementation:** Fix the control flow in the reasoning vs non-reasoning...
3348525997,2311044250,coderabbitai[bot],Bot,other_bot,2025-08-29 19:53:54+00:00,169,substantive_response,,False,False,,"<details> <summary>🧩 Analysis chain</summary> Looking at the syntax error, I can see the issue in the code structure...."
3367691480,2363342162,stephhuynh18,User,author_account,2025-09-19 15:38:49+00:00,23,substantive_response,substantive_response,True,True,,The original issue was that the voting button wasn't updating properly when voting windows opened/closed. Adding useM...
3431662870,2360966967,qodo-code-review[bot],Bot,other_bot,2025-09-18 19:54:49+00:00,46,substantive_response,,False,False,,## Code Implementation :hammer_and_wrench: **Implementation:** Update the job-level if condition to safely support bo...
3491940001,2411377458,pontus-espe,User,author_account,2025-10-07 17:29:59+00:00,39,substantive_response,substantive_response,True,True,,✅ Fixed in commit 9f8fedf Removed unsafe type casting and improved schema handling: - Only include 'required' field w...
3502147572,2419154846,chmouel,User,author_account,2025-10-10 09:58:23+00:00,36,substantive_response,substantive_response,True,True,,DON'T cache negative results during failures (isAllowed = false from fallback) - The false might be due to the API be...
3504066786,2421614782,chmouel,User,author_account,2025-10-10 18:28:37+00:00,12,substantive_response,substantive_response,True,True,,we don't have access to Private membershipt from that token you stoopid
3712251668,2604379749,google-labs-jules[bot],Bot,author_agent_brand,2025-12-09 21:10:26+00:00,84,substantive_response,,False,False,,Thank you for the detailed review. You are correct that concurrency or mismatched filtering assumptions could cause `...
3783374823,2663550136,drernie,User,author_account,2026-01-06 04:27:40+00:00,125,substantive_response,substantive_response,True,True,,"Excellent catch - this is a critical compatibility issue. After reviewing the Quilt source code, you're correct that ..."
3794563056,2684301508,haqadn,User,other_human,2026-01-13 00:00:34+00:00,13,substantive_response,substantive_response,True,True,,I figured it's ok to skip it for automattic.com as it's trusted.
3859291580,2732004853,Copilot,Bot,triggering_reviewer_brand,2026-01-27 13:25:32+00:00,30,substantive_response,,False,False,,"Fixed in dd53b16. Prometheus text exporter now includes all metrics: hits, misses, hit_rate, avg_latency_ms, stale_hi..."
3866553359,2828677930,chmouel,User,author_account,2026-02-19 15:55:54+00:00,22,substantive_response,substantive_response,True,True,,"The caller `newGraphQLClient` already dereferences `p.Client()` at line 32 (`p.Client().Client()`), so if `p.Client()..."
3905234738,2772688246,ParaskP7,User,author_account,2026-02-06 07:19:28+00:00,111,substantive_response,substantive_response,True,True,,"The race condition is real and there are diagnostic evidence that this fix resolved it. This, the before and after, g..."
3908908956,2776508095,lucaspimentel,User,author_account,2026-02-07 00:18:07+00:00,34,substantive_response,substantive_response,True,True,,"You're not wrong, but this is the desired behavior. We want the script to fail if the item where not remove from the ..."
3911762535,2785894660,rsavitt,User,author_account,2026-02-10 05:34:42+00:00,17,substantive_response,substantive_response,True,True,,"Fixed in 026e6da — `deleteRequest()` is now called after each governance response is processed, pruning the entry fro..."
3926937974,2798001921,ParaskP7,User,author_account,2026-02-12 10:21:19+00:00,117,substantive_response,substantive_response,True,True,,The `runBlocking` here is safe because `DataSource.Factory.create()` is called by the [Paging](https://developer.andr...
3929972290,2800694476,firetix,User,author_account,2026-02-12 19:31:17+00:00,30,substantive_response,substantive_response,True,True,,Addressed in 6491179. Updated README examples/catalog to use `gpt-5.3-codex` and removed `codex-*` from `_is_supporte...
3938171627,2805575229,chrisguidry,User,author_account,2026-02-13 18:40:15+00:00,16,substantive_response,substantive_response,True,True,,"Considering now we're on an edge case to the edge case, I think we're okay here"
3938171627,2806155788,chrisguidry,User,author_account,2026-02-13 21:23:39+00:00,12,substantive_response,substantive_response,True,True,,Also to me the 409 is the correct response code if that happens
3938587533,2806167427,yvolovich-cyber,User,author_account,2026-02-13 21:26:32+00:00,29,substantive_response,substantive_response,True,True,,"Addressed in `5c956a320`. I reduced unsupported-host noise by logging the final ""No Linux sleep inhibitor backend is ..."
3939956009,2806744135,ramarivera,User,author_account,2026-02-14 01:23:39+00:00,37,substantive_response,substantive_response,True,True,,✅ Addressed in commit 0947472d. Implemented listener ordering and cleanup in Electron path to avoid missed bind error...
3940457364,2807050071,bb-connor,User,author_account,2026-02-14 05:27:24+00:00,31,substantive_response,substantive_response,True,True,,"Updated `parseNetworkTarget()` fallback to strip schemes before manual host parsing and to fail-close hostless URIs, ..."
3940595829,2868415743,giulio-leone,User,author_account,2026-03-01 04:41:49+00:00,35,substantive_response,substantive_response,True,True,,Correct — these tests are regression tests that lock the current JSON mode forwarding behavior to prevent accidental ...
3941691954,2809973207,jeffspahr,User,author_account,2026-02-15 21:18:48+00:00,31,substantive_response,substantive_response,True,True,,Thanks. We intentionally use nullish coalescing here so `app.start(0)` remains valid for dynamic port allocation. Thi...
3943434654,2900236353,ihabadham,User,other_human,2026-03-07 18:30:50+00:00,43,substantive_response,substantive_response,True,True,,This is part of the broader naming cleanup tracked in #2552 (RFC: Rename bundler-agnostic config files). The template...
3945962009,2813585479,devin-ai-integration[bot],Bot,triggering_reviewer_brand,2026-02-16 18:16:48+00:00,26,substantive_response,,False,False,,✅ **Resolved**: Fixed: post-commit handler at lines 1657-1660 now explicitly checks is_post_commit_amend(&repo) and r...
3954599408,2879551187,wrxco,User,author_account,2026-03-03 17:22:11+00:00,18,substantive_response,substantive_response,True,True,,Addressed in 4f79817. ValidateFilenameTemplate now inspects all {{...}} placeholders and rejects malformed/unknown to...
3959368509,2824150916,gustavosmendes,User,author_account,2026-02-18 19:48:22+00:00,31,substantive_response,substantive_response,True,True,,Addressed in d43d2fbc6. Baseline mtime capture was moved to run only after all permission prompts (`external_director...
3961110142,2825834776,claude[bot],Bot,triggering_reviewer_brand,2026-02-19 06:00:02+00:00,23,substantive_response,,False,False,,Fixed in b658ff7c with the `FALLBACK_LAYOUT` approach — selecting an example without a static layout now resets to a ...
3965097868,2834737327,wrwg,User,author_account,2026-02-20 19:18:38+00:00,20,substantive_response,substantive_response,True,True,,**[Claude Agent]** Addressed: collapsed the redundant branching into validation checks + single `ctx.submit_transacti...
3965601074,2831141113,gibson042,User,other_human,2026-02-20 03:10:11+00:00,14,substantive_response,substantive_response,True,True,,It does seem like a very unwieldy cache key; can we somehow do better?
3969146235,2834368362,yvolovich-cyber,User,author_account,2026-02-20 17:41:48+00:00,28,substantive_response,substantive_response,True,True,,Agreed. I updated the cache semantics so `last_terminal_title` only changes after successful `set_terminal_title()` /...
3970096797,2834916295,claude[bot],Bot,triggering_reviewer_brand,2026-02-20 20:08:23+00:00,24,substantive_response,,False,False,,Addressed by the move to fine-grained locking — `collect_subscribers` and `get_participant` now lock separate `RwLock...
3975930659,2838937202,claude[bot],Bot,triggering_reviewer_brand,2026-02-23 03:27:07+00:00,13,substantive_response,,False,False,,Fixed in b07cbc1c — checkout is now plain `actions/checkout@v6` with no explicit ref.
3980669430,2843646940,bspratt,User,author_account,2026-02-23 23:42:55+00:00,14,substantive_response,substantive_response,True,True,,"skyline.ms issue numbers may overlap PR numbers, but they are completely different things."
3980703840,2843737007,jeffspahr,User,author_account,2026-02-24 00:13:08+00:00,23,substantive_response,substantive_response,True,True,,Update: implemented in commit 2b1af0d. The custom range parser was replaced with semver (`validRange` + `intersects`)...
3984544879,2848167451,chmouel,User,author_account,2026-02-24 16:17:05+00:00,73,substantive_response,substantive_response,True,True,,Same misunderstanding as the other bot. Each test creates a dedicated repository with exactly one PR in it. There is ...
3985225304,2849647404,devin-ai-integration[bot],Bot,triggering_reviewer_brand,2026-02-24 21:30:00+00:00,49,substantive_response,,False,False,,✅ **Resolved**: The specific bug mechanism has been addressed: `is_cherry_pick_terminal_step` now takes `current_sour...
3987322462,2851309900,devin-ai-integration[bot],Bot,triggering_reviewer_brand,2026-02-25 07:20:30+00:00,47,substantive_response,,False,False,,✅ **Resolved**: The blame formatting code has been completely reworked. The old direct truncation `&hunk.commit_sha[....
3987732964,2856172102,jeffspahr,User,author_account,2026-02-26 00:22:51+00:00,18,substantive_response,substantive_response,True,True,,Addressed in commit c5c82d309: updated the field comment to explicitly describe a 0-based retry counter semantics.
3989895110,2855136167,haqadn,User,author_account,2026-02-25 20:00:30+00:00,25,substantive_response,substantive_response,True,True,,"Before moving the panel outside of Jetpack sidebar, it skipped the prop to keep it initially open. This is intentiona..."
3994824921,2859443237,chmouel,User,author_account,2026-02-26 14:45:15+00:00,19,substantive_response,substantive_response,True,True,,Discarding: `defaultPaginedNumber = 100` already exists at line 42 and is used to initialize `v.PaginedNumber`. Fixed...
3997453691,2861044989,chmouel,User,author_account,2026-02-26 20:02:55+00:00,91,substantive_response,substantive_response,True,True,,Bozhe moy. `for i := range integer` has been valid Go since version 1.22. We are on Go 1.25. This is not some obscure...
3998427653,2862239358,jeffspahr,User,author_account,2026-02-27 02:54:13+00:00,31,substantive_response,substantive_response,True,True,,Added in commit a27d2ee69. I included the inline note above the wrapper div in `SidePanel` explaining this is require...
3998972901,2866860629,arafatkatze,User,author_account,2026-02-28 01:43:54+00:00,41,substantive_response,substantive_response,True,True,,Agreed this can be tightened. For this PR I prioritized the release-integrity fix first and clarified the input seman...
3999560338,2879546215,rujuthaa,User,author_account,2026-03-03 17:21:11+00:00,16,substantive_response,substantive_response,True,True,,Implemented - removed span.errorMessage from the grouped selector so .errorMessage remains the single source of truth.
4001531027,2864909771,marcellodebernardi,User,author_account,2026-02-27 15:32:37+00:00,25,substantive_response,substantive_response,True,True,,Re-checked this with `black --check`: formatting passes as-is. Black currently collapses this builder chain to one li...
4002372890,2865876502,dhruv7539,User,author_account,2026-02-27 19:32:42+00:00,13,substantive_response,substantive_response,True,True,,"Good catch, thanks. Fixed in `8ae0df1ef` by wiring `jsxFragment` to `config.build.jsxFragment` in the custom build path."
4002372890,2865880027,devin-ai-integration[bot],Bot,triggering_reviewer_brand,2026-02-27 19:33:47+00:00,15,substantive_response,,False,False,,✅ **Resolved**: Fixed in commit 8ae0df1ef. Line 158 now correctly reads `jsxFragment: config.build.jsxFragment` inste...
4005863429,2888373761,ScriptedAlchemy,User,author_account,2026-03-05 08:06:47+00:00,31,substantive_response,substantive_response,True,True,,"Addressed in ffdb2b007. Restored port `3051` to `MODERN_PORTS` in `tools/scripts/run-modern-e2e.mjs`, which re-includ..."
4021135508,2882949074,mackaby,User,author_account,2026-03-04 10:15:54+00:00,30,substantive_response,substantive_response,True,True,,"I left the production change unchanged here. This match form is valid for `event: &HookEvent`, and the targeted test ..."
4021799454,2883618739,devin-ai-integration[bot],Bot,author_agent_brand,2026-03-04 12:49:13+00:00,73,substantive_response,,False,False,,Good catch! I've pushed a follow-up commit (992321f6) that also prevents `response_model` from being passed to `litel...
4023327555,2891104551,devin-ai-integration[bot],Bot,triggering_reviewer_brand,2026-03-05 16:32:34+00:00,47,substantive_response,,False,False,,✅ **Resolved**: The code at line 518 has been completely rewritten. The old regex-based splitting (`re.split(r'(?<=[....
4023327555,2894852492,weiguangli-io,User,author_account,2026-03-06 09:52:35+00:00,58,substantive_response,substantive_response,True,True,,Updated — the previous commit already switched to the blingfire `SentenceTokenizer` as you suggested. This new commit...
4026539887,2888511122,justin808,User,author_account,2026-03-05 08:36:13+00:00,18,substantive_response,substantive_response,True,True,,Addressed in commit e5798653. `calc_bundle_hash` now handles HTTP bundle paths via `digest_bundle_content`/`http_body...
4041907187,2902271394,amalshaji,User,author_account,2026-03-08 19:01:34+00:00,36,substantive_response,substantive_response,True,True,,"Leaving this as-is. The Docker image builds only `./cmd/portrd`, and `cmd/portrd` does not import the client dashboar..."
4043411471,2908832960,devin-ai-integration[bot],Bot,triggering_reviewer_brand,2026-03-10 01:51:01+00:00,30,substantive_response,,False,False,,✅ **Resolved**: The `as any` casts in MobileLayout.tsx no longer exist. The MobileTradingViewTouchBridge component no...
4045092171,2905694244,David553,User,author_account,2026-03-09 14:13:10+00:00,26,substantive_response,substantive_response,True,True,,Addressed in d1f50e499 — `bot.ts` now calls `getFeishuThreadBindingManager().getByConversationId()` to resolve sessio...
4045378125,2905598528,shuuul,User,author_account,2026-03-09 13:57:48+00:00,36,substantive_response,substantive_response,True,True,,"Addressed in `4219bb2`. The cleanup now removes only the cloned `<img>` instead of dropping the entire parent link, s..."
4048134604,2912851305,brendanx67,User,author_account,2026-03-10 16:06:38+00:00,47,substantive_response,substantive_response,True,True,,"These assertions verify Markdown format syntax (bold markers, heading markers, link syntax) produced by a Markdown co..."
4048134604,2913046848,brendanx67,User,author_account,2026-03-10 16:39:57+00:00,25,substantive_response,substantive_response,True,True,,"Additionally, the tutorial catalog output these tests verify is intended for LLM consumption, which we are not locali..."
4048147955,2908218484,clairernovotny,User,author_account,2026-03-09 22:15:59+00:00,31,substantive_response,substantive_response,True,True,,Addressed in `d02708e1`. The Uno testing skill now separates `dotnet publish Uno/Api/...` from the actual local SWA r...
4049117136,2912457204,devin-ai-integration[bot],Bot,triggering_reviewer_brand,2026-03-10 15:08:16+00:00,55,substantive_response,,False,False,,✅ **Resolved**: This bug was resolved by commit 7a1b6d4 ('fix: use precise toolchain matching in is_missing_toolchain...
4049172642,2909142062,randyy179,User,author_account,2026-03-10 03:42:46+00:00,42,substantive_response,substantive_response,True,True,,Good catch. NumPy is a direct dependency because both webui/app.py and webui/run.py import it directly. I updated web...
4057036331,2922964133,hardfist,User,author_account,2026-03-12 08:12:59+00:00,29,substantive_response,substantive_response,True,True,,Fixed in 059baef76b. `FactorizeTask` no longer drops grouped dependencies before module-factory hooks. The full depen...
4060721192,2926997977,jamescowens,User,author_account,2026-03-12 19:46:40+00:00,41,substantive_response,substantive_response,True,True,,Fixed. The local one-shot `MilliTimer` objects now use the default constructor (`MilliTimer auth_timer;`) so the impl...
4070197404,2934635510,tonydehnke,User,author_account,2026-03-14 04:03:15+00:00,19,substantive_response,substantive_response,True,True,,"Fixed in f5826aa93 — added `tools.web.search.tavily.apiKey` entry to the target registry, following the same pattern ..."
4070197404,2934891501,taocoding99,User,other_human,2026-03-14 07:49:01+00:00,22,substantive_response,substantive_response,True,True,,Fixed in 813a810 — added tools.web.search.tavily.apiKey to the credential matrix JSON and surface doc. target-registr...
4070198974,2934635815,tonydehnke,User,author_account,2026-03-14 04:03:34+00:00,35,substantive_response,substantive_response,True,True,,"Not an issue — each `resolve*ApiKey()` helper (e.g. `resolveBraveApiKey`, `resolveTavilyApiKey`) handles both inline ..."
4073260267,2933888397,henrypark133,User,author_account,2026-03-13 21:39:21+00:00,25,substantive_response,substantive_response,True,True,,"Fixed in 42aca68. `resolve_owner_id()` now trims the selected env/settings value before returning it, and still falls..."
4073656711,2934189529,clairernovotny,User,author_account,2026-03-13 23:26:06+00:00,37,substantive_response,substantive_response,True,True,,Updated the WASM download path so it no longer materializes a second `MemoryStream`. The package now copies straight ...
4075877910,2935351665,jkowall,User,author_account,2026-03-14 14:30:43+00:00,95,substantive_response,substantive_response,True,True,,"I checked recent merge_group runs before changing this. In Build docker images run 21890742973, setup-branch logged G..."
4076214899,2935514860,jkowall,User,author_account,2026-03-14 16:48:38+00:00,31,substantive_response,substantive_response,True,True,,Updated. I removed the struct tag for `MaxSpanDetailsPerRequest` and now validate both the lower and upper bounds onl...
4076656772,2935917988,MitchBradley,User,other_human,2026-03-14 22:33:10+00:00,18,substantive_response,acknowledgement_only,True,False,"long enough to pass the floor but announces unavailability, with no engineering content",We are getting pounded by a storm so it will be awhile before I can look at this
